words,important,ajustes,aliquotas,aplicativos,arquivos eletrônicos,base de cálculo,CEST,código de receita,conteúdo de importação,credenciamento,débito,desembaraço aduaneiro,efd,eletroeletrônicos e eletrodomésticos,escrituração fiscal digital,estoque,exclusão,FCP,fundo de combate e erradicação da pobreza,gnre,importação,inclusão,inscrição estadual,IVAs,levantamento,licença de software, materiais elétricos, mercadorias, mercadorias importadas,NF-e complementar, operações com consumidor final, operações com software,parcelamento,produtos eletrônicos, redução da base de cálculo,regime,ressarcimento,saldos credores, substituição tributária, tabela de códigos, tabela de conversão, variação da carga tributária,Remessa de Royalties,Transfer price,Transfer pricing,tributação favorecida,regime fiscal privilegiado,Acordos internacionais,
laws,include,Decreto nº 8 de 26.01.1998,Decreto nº 35.245 de 26.12.1991,Decreto nº 20.686,Decreto nº 2.269 de 24.07.1998,Decreto nº 13.780 de 16.03.2012 - DOE BA de 17.03.2012,Decreto nº 24.569 de 31.07.1997 - DOE CE de 04.08.1997,Decreto nº 18.955 de 22.12.1997 - DO DF de 24.12.1997,Decreto nº 1.090-R de 25.10.2002 - DOE ES de 25.10.2002,DECRETO Nº 4.852 DE 29 DE DEZEMBRO DE 1997,Decreto nº 19.714 de 10.07.2003 - DOE MA de 04.08.2003,Decreto nº 43.080 de 13.12.2002,Decreto nº 9.203 de 18.09.1998 - DOE MS - Suplemento de 21.09.1998,Decreto nº 2.212 de 20.03.2014 - DOE MT de 20.03.2014 e DOE MT,Decreto nº 4.676 de 18.06.2001 - DOE PA de 19.06.2001 - Rep. Parcial DOE PA de 22.06.2001,Decreto nº 18.930 de 19.06.1997,Decreto nº 14.876 de 12.03.1991,Decreto nº 13.500 de 23.12.2008,Decreto nº 6.080 de 28.09.2012,Decreto nº 27.427 de 17.11.2000,Decreto nº 13.640 de 13.11.1997,Decreto nº 4.335-E de 03.08.2001 - DOE RR de 08.08.2001,Decreto nº 4.335-E de 03.08.2001 - DOE RR de 08.08.2001,Decreto nº 37.699 de 26.08.1997 - DOE RS de 27.08.1997,Decreto nº 2.870 de 27.08.2001 - DOE SC de 28.08.2001,Decreto nº 21.400 de 10.12.2002 - DOE SE de 26.12.2002,Decreto nº 45.490 de 30.11.2000 - DOE SP,Decreto nº 2.912 de 29.12.2006 - DOE TO de 02.01.2007
